id,speechtime,wordcount,segmentcount,videoduration
08412,199.29,29,1,200
08413,482.61,135,5,493
08414,188.79000000000002,9,1,199
08415,1457.999999999999,2672,90,1558
08416,277.74,7,3,292
08417,197.25,11,2,198
08418,179.67,52,4,214
08419,197.88,7,1,198
08420,588.3,97,5,589
08421,281.54999999999995,40,14,384
08422,268.49999999999994,101,18,353
08423,606.72,13,4,628
08424,197.58,15,1,202
08425,400.2599999999999,32,13,553
08426,223.08,9,3,274
08427,286.62,23,1,288
08428,422.09999999999997,14,2,429
08429,253.53,9,1,256
08430,255.44999999999996,53,2,267
08431,246.03000000000014,166,32,313
08432,1465.38,2818,222,1574
08433,202.98,4,1,203
08434,249.66,30,1,253
08435,810.99,118,5,975
08436,219.0,12,1,225
08437,297.59999999999997,122,16,338
08438,265.23,8,1,267
08439,206.19,10,1,210
08440,190.92000000000002,2,1,202
08441,262.86,2,1,286
08442,221.16,442,1,223
08443,513.3900000000002,188,17,565
08444,285.33000000000004,12,1,306
08445,229.10999999999999,48,1,236
08446,573.42,1700,21,582
08447,228.96,16,3,229
08448,184.83,17,1,189
08449,327.47999999999996,40,6,331
08450,316.59000000000003,8,1,317
08451,504.5700000000001,12,4,524
08452,847.17,735,51,882
08453,245.1,21,1,248
08454,417.06,101,6,445
08455,246.87,11,1,252
08456,295.89000000000004,533,1,299
08457,326.61,746,13,332
08458,374.67,15,1,393
08459,292.17,76,11,303
08460,188.82,315,2,191
08461,364.08,107,12,384
08462,551.2199999999997,2009,80,585
08463,395.82000000000005,20,4,409
08464,261.69,18,5,275
08465,581.19,243,8,601
08466,1773.8999999999999,120,14,1830
08467,546.84,17,1,548
08468,249.26999999999998,22,2,250
08469,426.18,742,15,434
08470,223.98,3,1,225
08471,557.6700000000001,51,3,563
08472,203.97,4,2,217
08473,324.1199999999999,617,42,371
08474,293.04,4,2,308
08475,224.82,187,1,236
08476,3037.4700000000016,1860,158,3137
08477,342.3,771,16,378
08478,569.8199999999999,30,4,588
08479,352.7699999999999,200,5,354
08480,1196.9100000000008,2056,162,1319
08481,207.17999999999998,104,7,236
08482,347.82000000000005,67,20,386
08483,308.58,17,1,311
08484,245.73000000000002,14,2,267
08485,275.85,16,1,288
08486,87.53999999999999,5,2,491
08487,219.81,51,4,236
08488,697.2,33,1,697
08489,254.7,15,1,257
08490,214.13999999999984,202,31,271
08491,268.71000000000004,302,18,281
08492,151.2,2,1,198
08493,318.99,15,7,344
08494,451.77,27,1,459
08495,194.03999999999996,38,15,572
08496,262.32,3,1,265
08497,177.33,183,2,206
08498,178.65,5,1,180
08499,572.7000000000003,563,105,668
08500,227.70000000000002,4,1,231
08501,570.3600000000001,38,4,577
08502,235.5,40,2,236
08503,1340.579999999999,816,53,1365
08504,1644.6299999999999,1185,117,1828
08505,213.27,245,1,217
08506,644.5200000000001,34,10,664
08507,513.78,345,70,587
08508,202.44000000000003,6,3,255
08509,497.93999999999994,588,89,571
08510,52.91999999999999,6,1,183
08511,254.22,11,1,254
08512,504.6,11,1,505
08513,1376.5800000000002,3207,7,1391
08514,257.0400000000001,235,43,320
08515,767.01,45,1,767
08516,216.99,99,1,219
08517,583.4400000000002,91,5,589
08518,85.35,6,2,190
08519,310.73999999999995,16,1,312
08520,271.47,11,1,274
08521,292.2,12,1,294
08522,193.79999999999998,225,21,224
08523,632.7900000000001,164,15,645
08524,619.0499999999998,530,71,704
08525,166.74,4,1,180
08526,1953.0299999999995,4530,88,2004
08527,363.03000000000003,247,19,368
08528,147.93,10,5,281
08529,256.89,53,2,261
08530,522.8399999999999,21,2,552
08531,385.47,20,1,386
08532,220.77,19,2,226
08533,276.51,20,2,294
08534,244.85999999999996,512,25,255
08535,161.76000000000002,13,4,188
08536,195.12,12,3,228
08537,438.89999999999975,228,47,721
08538,286.59000000000003,6,1,287
08539,2319.0299999999997,27,10,2471
08540,250.56,52,5,261
08541,309.84000000000003,6,3,534
08542,1260.48,294,9,1276
08543,3461.79,2676,230,3600
08544,183.54,5,2,190
08545,278.66999999999996,68,2,281
08546,1102.0500000000002,1300,191,1382
08547,16.079999999999984,2,1,180
08548,226.95000000000002,628,20,262
08549,45.83999999999996,18,6,346
08550,356.87999999999977,794,88,444
08551,1651.5900000000001,349,8,1658
08552,384.96,225,9,388
08553,1444.95,2466,167,1518
08554,339.7499999999999,241,29,364
08555,313.5,12,1,320
08556,300.75,34,1,303
08557,242.88,95,1,247
08558,809.3100000000001,32,1,809
08559,350.37,875,48,381
08560,537.6600000000001,36,1,551
08561,141.84,12,3,195
08562,231.20999999999998,15,5,245
08563,512.6099999999999,5,2,540
08565,178.44,3,1,185
08566,255.35999999999999,57,14,305
08567,259.56,75,1,272
08568,1358.9700000000003,2829,19,1362
08569,145.14000000000001,46,16,298
08570,204.3,83,9,214
08571,288.51000000000005,30,12,312
08572,203.25,9,3,223
08573,2589.7200000000003,5159,323,2726
08574,246.66,3,1,293
08575,511.08,127,1,595
08576,317.72999999999996,3,1,332
08577,366.51,704,12,370
08578,2015.5800000000002,564,38,2098
08579,313.13999999999993,138,20,371
08580,204.35999999999999,14,4,212
08581,570.5099999999999,71,5,583
08582,243.24000000000004,17,5,248
08583,506.28,294,10,557
08584,213.48000000000002,19,6,220
08585,206.31,7,1,214
08586,332.13,22,2,334
08587,200.06999999999988,198,32,614
08588,220.59,47,2,234
08589,220.82999999999998,3,1,222
08590,166.86,14,1,182
08591,461.51999999999987,195,40,593
08592,195.89999999999998,4,2,198
08593,235.52999999999997,27,3,239
08594,268.10999999999996,20,4,276
08595,2065.860000000001,1383,159,2160
08596,646.89,32,4,655
08597,185.55,9,4,196
08598,233.76,436,7,246
08599,1205.8799999999999,6,3,1207
08600,213.98999999999998,82,1,222
08601,428.8500000000001,787,40,454
08602,179.67,5,1,180
08603,202.61999999999998,106,20,231
08604,307.23,186,19,315
08605,227.28,26,1,235
08606,320.96999999999997,41,1,352
08607,293.61,429,28,316
08608,1508.3999999999996,2616,142,1594
08609,265.59000000000003,12,5,279
08611,224.36999999999998,29,10,279
08612,308.34000000000003,6,2,323
08613,181.76999999999998,7,1,182
08614,178.10999999999999,208,2,180
08615,641.5799999999999,30,4,656
08616,395.55,117,9,416
08617,940.1700000000002,92,9,1083
08618,197.79000000000002,227,23,261
08619,385.56,1034,28,395
08620,185.79000000000002,38,2,192
08621,244.8300000000001,254,52,302
08622,219.05999999999995,88,18,292
08623,319.89,14,2,322
08624,181.41,424,5,185
08625,176.76,13,1,182
08626,197.25,205,3,206
08627,443.2200000000001,388,8,446
08628,208.29,565,19,214
08629,202.08,2,1,213
08630,203.27999999999997,42,7,218
08631,193.8,14,3,195
08632,214.82999999999998,2,1,236
08633,461.28,55,3,476
08634,216.78,41,6,251
08635,262.56,7,2,284
08636,80.91000000000001,39,15,260
08637,256.79999999999995,21,9,310
08638,220.14,12,2,230
08639,217.49999999999997,35,2,226
08640,196.19999999999993,71,5,206
08641,362.52000000000004,38,4,366
08642,204.51000000000002,13,2,223
08643,147.26999999999998,17,7,180
08644,193.05,36,1,194
08645,776.9999999999999,96,4,792
08646,329.07,2,1,336
08647,596.1,213,11,599
08648,941.4300000000002,2121,70,998
08649,1525.9500000000005,821,40,1552
08650,185.46000000000004,4,2,277
08651,300.11999999999995,17,6,343
08652,279.56999999999994,38,5,288
08653,68.61000000000001,8,4,209
08654,811.44,27,1,812
08655,1847.2199999999993,3745,29,1885
08656,253.98,12,4,258
08657,325.04999999999995,189,20,340
08658,284.73,2,1,294
08659,446.3999999999999,11,3,522
08660,466.4099999999997,1203,51,490
08661,276.93000000000006,273,15,297
08662,217.5,5,1,225
08663,3416.2799999999984,7591,188,3543
08664,174.29999999999998,8,1,184
08665,322.29,12,3,358
08666,330.63000000000005,19,1,355
08667,285.80999999999995,11,2,300
08668,811.2899999999998,25,4,845
08669,219.03,125,6,256
08670,322.46999999999997,43,3,332
08671,224.04,24,1,230
08672,184.23,9,1,204
08673,286.29,10,1,289
08674,229.61999999999998,37,2,230
08675,2860.7099999999973,7271,231,2986
08676,599.7600000000002,103,35,968
08677,733.32,40,4,765
08678,508.92,1430,71,541
08679,189.87,4,2,356
08680,208.85999999999999,37,14,317
08681,137.64000000000001,7,1,185
08682,284.25000000000006,558,58,357
08683,543.84,40,1,558
08684,972.6300000000001,555,6,1002
08685,212.19000000000003,100,12,219
08686,250.44,23,1,253
08687,283.02000000000004,47,2,283
08688,238.32,3,1,242
08689,188.25,3,1,189
08690,217.98000000000002,24,5,237
08691,260.03999999999996,89,6,283
08692,346.8,17,1,347
08693,670.2600000000001,39,2,670
08694,758.2199999999997,491,68,945
08695,387.06,246,2,389
08696,235.83,11,1,237
08697,253.8,36,2,309
08698,201.96,12,1,202
08699,638.8800000000001,50,6,642
08700,307.98,63,1,308
08701,221.85000000000002,12,4,281
08702,186.18,64,2,187
08703,251.48999999999998,454,8,254
08704,954.3900000000001,35,1,954
08705,206.67,34,1,208
08706,172.17000000000002,103,3,180
08707,152.01,17,7,187
08709,418.47,37,3,450
08710,149.10000000000002,86,5,220
08711,3375.989999999999,3468,267,3483
08712,256.47,10,1,260
08713,318.78000000000003,5,1,323
08714,486.75,27,2,492
08715,209.7,17,3,248
08716,215.07000000000002,41,16,269
08717,624.1199999999999,461,60,849
08718,354.0,26,1,355
08719,347.00999999999993,11,4,388
08720,127.68000000000002,245,17,182
08721,364.77,10,2,374
08722,295.65000000000003,269,8,297
08723,314.31,9,1,315
08724,153.24,4,2,198
08725,282.09000000000003,17,2,299
08726,167.30999999999995,289,17,187
08727,182.13000000000002,102,19,247
08728,60.21000000000002,30,12,221
08729,480.81000000000006,277,70,872
08730,332.64,30,1,345
08731,278.85,29,7,288
08732,442.47,16,1,457
08733,192.66,450,1,195
08734,232.08,11,1,232
08735,385.11000000000007,51,11,404
08736,911.37,252,35,955
08737,275.22,11,1,276
08738,244.77,3,1,252
08739,1619.6399999999999,158,3,1622
08740,598.35,2,1,598
08741,151.59,15,6,180
08742,199.44,17,2,206
08743,1953.6300000000003,108,12,1971
08744,366.0,13,2,379
08745,173.13,2,1,181
08746,379.56,58,23,539
08747,317.7,15,2,324
08748,350.19000000000005,11,2,367
08749,353.79,11,1,354
08751,1028.2800000000009,872,175,1228
08752,272.61,11,1,275
08753,239.39999999999998,3,1,240
08754,160.94999999999996,350,26,187
08755,1705.2300000000007,3769,334,1868
08756,180.27,4,1,181
08757,938.9100000000001,34,3,992
08758,389.85,355,6,403
08759,214.71,6,1,219
08760,1535.0700000000006,2303,220,1707
08761,206.54999999999998,17,1,221
08762,196.77000000000004,349,7,203
08763,381.57000000000005,27,2,383
08764,912.0600000000005,1783,79,942
08765,219.89999999999998,31,1,227
08766,1066.41,6,3,1070
08767,233.01000000000002,10,1,265
08768,253.73999999999998,14,1,258
08769,243.60000000000005,23,5,252
08770,210.93,18,1,215
08771,759.48,799,13,786
08772,202.5,9,1,203
08773,455.52,21,7,521
08774,105.06000000000002,51,19,274
08775,221.45999999999998,74,1,226
08776,998.0699999999993,108,48,1597
08777,291.81,187,2,320
08778,193.70999999999998,130,25,238
08779,352.05,5,1,352
08780,876.5699999999999,486,47,953
08781,766.62,123,13,801
08782,274.41,7,3,311
08783,233.94,29,2,244
08784,338.55,82,2,341
08785,276.3599999999997,640,65,444
08786,679.9499999999999,1427,67,720
08787,208.26,108,5,211
08788,288.09000000000015,568,56,350
08789,321.27,10,2,321
08790,198.06,27,1,198
08791,346.13999999999976,685,84,539
08792,260.07,16,3,275
08793,1556.6999999999998,174,27,2115
08794,541.77,59,1,578
08795,231.42000000000002,27,1,233
08796,257.04,19,5,267
08797,320.82000000000005,5,1,323
08798,185.79,16,5,273
08799,202.41,10,1,205
08800,472.6499999999999,340,24,667
08801,340.02,15,2,343
08802,448.80000000000007,441,68,498
08803,259.56,16,2,274
08804,216.33000000000004,167,35,381
08805,641.7299999999999,94,1,646
08806,155.97,32,4,183
08807,539.85,1240,76,576
08808,339.71999999999997,10,2,351
08809,55.980000000000004,20,7,222
08810,2412.720000000003,2270,322,2858
08811,781.4700000000004,882,107,1179
08812,251.37,13,1,261
08813,100.67999999999998,17,7,256
08814,934.8000000000001,184,53,1195
08815,143.91000000000003,17,7,231
08816,977.1599999999999,533,30,1016
08817,1087.98,345,33,1157
08818,175.01999999999998,2,1,180
08819,196.68,68,1,197
08820,204.57,57,1,211
08821,163.08000000000007,193,30,221
08822,274.95,26,1,276
08823,216.24,238,24,247
08824,43.349999999999994,12,6,183
08825,369.69000000000005,182,13,381
08826,214.65,8,1,218
08827,231.75,28,2,245
08828,2123.3100000000004,841,4,2126
08829,259.86,22,7,283
08830,176.94,9,2,195
08831,198.75,13,1,199
08832,185.27999999999994,176,11,196
08833,189.24,24,2,222
08834,199.29,123,20,251
08835,221.61,7,1,222
08836,235.2,2,1,261
08837,194.84999999999997,224,13,205
08838,195.96,2,1,200
08839,1135.47,73,4,1149
08840,173.31,7,2,184
08841,280.98,277,6,288
08842,256.56,173,5,258
08843,388.2900000000001,86,12,395
08844,146.45999999999998,31,11,198
08845,969.7499999999999,593,27,993
08846,1884.6,5167,152,1962
08847,343.6499999999999,21,8,503
08848,427.4399999999999,488,96,558
08849,214.5300000000001,30,13,414
08850,171.12,393,17,181
08851,192.93000000000004,232,2,195
08852,175.08,71,6,185
08853,341.34,9,2,355
08854,1285.0799999999997,3005,122,1351
08855,214.98,7,2,226
08856,193.65,19,1,201
08857,308.43000000000006,19,4,338
08858,292.77000000000004,381,52,424
08859,1704.0,3249,27,1733
08860,262.26,5,1,306
08861,1670.3699999999997,3471,163,2836
08862,215.16,37,1,217
08863,190.59,14,1,191
08864,198.06,18,4,218
08865,1364.8799999999992,3086,151,1428
08866,747.8100000000002,1818,94,835
08867,240.06,578,12,241
08868,104.63999999999999,159,4,205
08869,241.80000000000004,25,2,265
08870,194.37,6,3,203
08871,216.06,8,1,217
08872,405.51000000000005,60,1,407
08873,210.18,4,2,217
08874,120.32999999999997,31,12,213
08875,290.37,121,6,301
08876,536.1600000000003,613,99,824
08877,227.73000000000002,14,4,246
08878,326.94000000000005,197,1,327
08879,227.49,14,1,241
08880,249.42000000000002,7,2,259
08881,423.3,41,5,429
08882,240.57,16,1,247
08883,402.63,635,28,412
08884,269.82,110,6,279
08885,178.29000000000002,10,4,213
08886,414.18,4,1,416
08887,272.72999999999996,30,3,274
08888,688.02,1178,171,772
08889,244.47,33,3,247
08890,726.6899999999999,1167,60,783
08891,171.99,7,1,183
08892,53.07,15,7,306
08894,195.09000000000003,13,2,207
08895,217.71,10,1,247
08896,235.2,50,1,240
08897,1117.32,353,1,1117
08898,196.73999999999998,5,2,262
08899,200.7,5,2,203
08900,295.32,550,29,330
08901,262.56,8,2,281
08902,490.28999999999996,707,27,505
08903,210.48000000000002,38,2,211
08904,1787.28,3945,38,1794
08905,1724.0999999999976,4077,317,1992
08906,211.71000000000006,91,16,527
08907,216.66,148,8,228
08908,281.85,21,4,293
08909,215.25000000000009,453,32,245
08910,83.94,11,4,235
08911,1408.0500000000002,1721,210,1798
08912,595.35,23,1,596
08913,252.0,59,1,252
08914,131.31,43,10,218
08915,296.15999999999997,798,5,301
08916,384.08999999999986,1311,41,398
08917,560.52,30,2,566
08918,220.53,251,3,223
08919,392.3400000000001,632,12,407
08920,156.45,2,1,181
08921,205.56,42,2,225
08922,118.07999999999998,335,26,316
08923,227.82,51,12,236
08924,219.87000000000003,497,35,235
08925,1556.9700000000005,884,77,1621
08926,393.8400000000001,27,12,420
08927,328.79999999999995,711,4,330
08928,225.7800000000001,36,14,369
08929,234.24,278,34,248
08930,806.6099999999999,798,72,875
08931,231.12,79,10,268
08932,309.96000000000004,378,38,365
08933,185.04,2,1,190
08934,425.4599999999998,243,39,658
08935,2123.940000000004,4862,597,3442
08936,187.38,25,3,218
08937,177.0,51,2,191
08938,227.37,22,10,450
08939,259.29,5,1,265
08940,170.28,44,4,190
08941,607.29,31,1,607
08942,306.92999999999995,13,2,308
08943,297.36000000000007,121,12,303
08944,149.58,8,1,210
08945,48.62999999999999,48,12,204
08946,214.67999999999995,9,4,330
08947,183.6,9,1,184
08948,183.60000000000002,30,3,191
08949,205.11,201,2,210
08950,255.72000000000003,10,4,259
08951,211.47,15,2,221
08952,235.07999999999998,18,1,235
08953,337.23,45,7,384
08954,257.13,790,3,266
08955,248.46000000000004,12,6,266
08956,176.01,26,2,195
08957,189.72,10,1,191
08958,182.7,55,2,198
08959,786.5399999999997,371,15,797
08960,987.0300000000001,1123,8,991
08961,292.04999999999995,80,6,300
08962,289.08000000000004,12,2,313
08964,237.33,27,3,243
08965,513.3900000000001,973,26,525
08966,811.2,16,2,813
08967,191.46,58,8,211
08968,189.48,11,1,191
08969,2340.7799999999984,5424,187,2399
08970,227.30999999999997,4,1,228
08971,204.42000000000004,29,4,207
08972,221.16,12,1,225
08973,509.15999999999997,143,15,599
08974,1202.9999999999995,26,5,1207
08975,569.1899999999999,988,55,599
08976,237.06,13,1,245
08977,238.92,175,4,250
08978,454.14,28,4,465
08979,829.32,10,1,829
08980,1411.47,2975,212,1553
08981,279.93,29,1,281
08982,315.12,90,3,326
08983,655.32,238,81,840
08984,792.45,1594,75,873
08985,198.96,10,1,199
08986,379.98,14,2,397
08987,366.69,667,20,373
08988,499.9500000000001,225,9,530
08989,297.69,14,1,299
08990,766.1999999999999,543,16,778
08991,195.09,4,1,196
08992,1294.3799999999999,1243,91,1331
08993,100.13999999999993,81,24,181
08994,350.67,11,1,377
08995,426.4799999999998,371,108,1171
08996,249.66,24,3,255
08997,302.4,16,3,309
08998,166.79999999999998,30,15,196
08999,578.8500000000003,1778,46,600
09000,169.2,7,1,180
09001,1029.2099999999991,2160,171,1242
09002,731.2199999999999,47,8,740
09003,187.32000000000002,456,10,191
09004,1123.1699999999996,400,143,1534
09005,199.65000000000003,65,7,208
09006,367.28999999999985,213,26,689
09007,242.85,27,2,256
09008,197.73,6,1,208
09009,188.07,40,1,188
09010,352.46999999999997,16,2,355
09011,235.56000000000003,9,2,237
09012,850.5300000000003,401,57,887
09013,137.96999999999994,74,12,207
09014,169.89,9,1,182
09016,263.91,13,1,264
09017,356.88000000000005,28,1,390
09018,391.70999999999987,70,19,472
09019,207.6,9,1,209
09020,173.97,32,1,187
09021,243.99,6,2,248
09022,174.72,2,1,183
09024,202.29,21,1,207
09025,180.0,8,1,180
09026,207.93,12,4,212
09027,304.59000000000003,8,3,429
09028,585.96,5,1,586
09029,419.88,17,1,420
09030,299.67,6,2,309
09031,255.81000000000003,210,17,315
09032,187.56000000000003,192,3,188
09033,448.59000000000003,1307,11,466
09034,189.6,5,1,205
09035,217.02,15,2,218
09036,256.32,27,1,263
09037,522.39,20,1,523
09038,221.06999999999994,76,18,269
09039,318.39000000000004,4,2,331
09040,180.78,9,1,186
09041,198.36,6,1,204
09042,194.22,2,1,194
09043,908.6999999999999,43,6,946
09044,1429.32,105,13,1497
09045,179.4,4,1,184
09046,175.49999999999997,20,4,189
09047,206.94,16,1,209
09048,187.10999999999999,135,3,218
09049,1030.9199999999996,2911,27,1064
09050,327.03,27,3,347
09051,191.4,7,1,192
09052,375.60000000000036,742,70,435
09053,191.22,8,1,191
09054,226.32000000000002,590,5,230
09055,255.86999999999998,8,1,276
09056,325.11,3,1,329
09057,270.72,11,2,293
09058,294.69,533,15,322
09059,277.5899999999999,13,6,292
09060,261.99,26,3,270
09061,103.41000000000004,21,10,436
09062,197.33999999999997,6,1,216
09063,1633.8300000000004,2566,119,1775
09064,231.02999999999992,57,24,522
09065,228.35999999999999,7,1,229
09066,148.46999999999997,25,9,193
09067,231.03,2,1,232
09068,377.46,52,2,378
09069,290.01,7,1,547
09070,826.5600000000001,95,6,853
09071,213.99,12,2,226
09072,304.8599999999999,50,8,339
09073,181.61999999999998,407,21,190
09074,182.25,131,17,189
09075,208.44,35,1,216
09076,194.94,16,1,195
09077,201.81,2,1,203
09078,217.53,16,5,235
09079,215.73000000000005,12,4,234
09080,255.6000000000002,686,36,285
09081,503.09999999999997,29,4,519
09082,276.06,17,1,292
09083,1006.7099999999998,2249,61,1058
09084,177.0,2,1,180
